passenger_id,LastName,FirstName,Other_Info,Age,Gender,Hometown,Boarded,Lifeboat,Body,Class,Survived,Passenger,Crew,crew_responsibility
passenger_id,Allen,Miss Elisabeth Walton,,29,F,,Southampton,,,1,1,1,0,
passenger_id,Allison,Mr Hudson Joshua Creighton,,30,M,,Southampton,,,1,0,1,0,
passenger_id,Allison,Mrs Bessie Waldo,,25,F,,Southampton,,,1,0,1,0,
passenger_id,Allison,Miss Helen Loraine,,2,F,,Southampton,,,1,0,1,0,
passenger_id,Allison,Master Hudson Trevor,,0.9166,M,,Southampton,,,1,1,1,0,
passenger_id,Anderson,Mr Harry,,47,M,,Southampton,,,1,1,1,0,
passenger_id,Andrews,Miss Kornelia Theodosia,,62,F,,Cherbourg,,,1,1,1,0,
passenger_id,Andrews,Mr Thomas,,39,M,,Belfast,,,1,0,1,0,
passenger_id,Appleton,Mrs Charlotte,,53,F,,Southampton,,,1,1,1,0,
passenger_id,Artagaveytia,Mr Ramon,,71,M,,Cherbourg,,,1,0,1,0,
passenger_id,Astor,Colonel John Jacob,,47,M,,Cherbourg,,,1,0,1,0,
passenger_id,Astor,Mrs Madeleine Talmage,,18,F,,Cherbourg,,,1,1,1,0,
passenger_id,Aubart,"Mme. Leontine Pauline ""Ninette""",,24,F,,Cherbourg,,,1,1,1,0,
passenger_id,Barber,Miss Ellen Mary      ,(Maid to Mrs Tyrell William Cavendish),26,F,,Southampton,,,1,1,1,0,
passenger_id,Barkworth,Mr Algernon Henry,,47,M,,Southampton,,,1,1,1,0,
passenger_id,Bassani,Mrs Albina    ,(Maid to Mrs William Robert Bucknell),32,F,,Cherbourg,,,1,1,1,0,
passenger_id,Baumann,Mr John D.,,60,M,,Cherbourg,,,1,0,1,0,
passenger_id,Baxter,Mrs Hel�ne,,50,F,,Cherbourg,,,1,1,1,0,
passenger_id,Baxter,Mr Quigg Edmond,,24,M,,Cherbourg,,,1,0,1,0,
passenger_id,Beattie,Mr Thomson,,36,F,,Southampton,,,1,0,1,0,
passenger_id,Beckwith,Mr Richard Leonard,,37,M,,Southampton,,,1,1,1,0,
passenger_id,Beckwith,Mrs Sallie,,46,F,,Southampton,,,1,1,1,0,
passenger_id,Behr,Mr Karl Howell,,26,M,,Cherbourg,,,1,1,1,0,
passenger_id,Bessette,Miss Nellie Mayo      ,(Maid to Mrs Ella Holmes White),39,F,,Cherbourg,,,1,1,1,0,
passenger_id,Bidois,Miss Rosalie    ,(Maid to Mrs John Jacob Astor),46,F,,Cherbourg,,,1,1,1,0,
passenger_id,Bird,Miss Ellen    ,(Maid to Mr & Mrs Isodor Straus),31,F,,Southampton,,,1,1,1,0,
passenger_id,Birnbaum,Mr Jakob,,24,M,,Cherbourg,,,1,0,1,0,
passenger_id,Bishop,Mr Dickinson H.,,25,M,,Cherbourg,,,1,1,1,0,
passenger_id,Bishop,Mrs Helen,,19,F,,Cherbourg,,,1,1,1,0,
passenger_id,Bjornstrom-Steffansson,Mr Mauritz Hokan,,28,M,,Southampton,,,1,1,1,0,
passenger_id,Blackwell,Mr Stephen Weart,,45,M,,Southampton,,,1,0,1,0,
passenger_id,Blank,Mr Henry,,39,M,,Cherbourg,,,1,1,1,0,
passenger_id,Bonnell,Miss Caroline,,30,F,,Southampton,,,1,1,1,0,
passenger_id,Bonnell,Miss Elizabeth,,61,F,,Southampton,,,1,1,1,0,
passenger_id,Borebank,Mr John James,,42,M,,Southampton,,,1,0,1,0,
passenger_id,Bowen,Miss Grace Scott    ,(Maid to Mr & Mrs Arthur Ryerson),45,F,,Cherbourg,,,1,1,1,0,
passenger_id,Bowerman,Miss Elsie Edith,,22,F,,Southampton,,,1,1,1,0,
passenger_id,Brady,Mr John Bertram,,41,M,,Southampton,,,1,0,1,0,
passenger_id,Brandeis,Mr Emil Franklin,,48,M,,Cherbourg,,,1,0,1,0,
passenger_id,Brereton,Mr George Andrew,,37,M,,Southampton,,,1,1,1,0,
passenger_id,Brewe,Dr Arthur Jackson,,45,M,,Cherbourg,,,1,0,1,0,
passenger_id,Brown,Mrs Caroline Lane,,59,F,,Southampton,,,1,1,1,0,
passenger_id,Brown,Mrs Margaret,,44,F,,Cherbourg,,,1,1,1,0,
passenger_id,Bucknell,Mrs Emma Eliza,,58,F,,Cherbourg,,,1,1,1,0,
passenger_id,Burns,Miss Elizabeth Margaret    ,(Nanny to Master Robert Douglas Spedden),41,F,,Cherbourg,,,1,1,1,0,
passenger_id,Butt,Major Archibald Willingham,,46,M,,Southampton,,,1,0,1,0,
passenger_id,Cairns,Mr Alexander Milne    ,(Manservant to Mr William Ernest Carter),28,M,,Southampton,,,1,0,1,0,
passenger_id,Calderhead,Mr Edward Pennington,,42,M,,Southampton,,,1,1,1,0,
passenger_id,Candee,Mrs Helen Churchill,,52,F,,Cherbourg,,,1,1,1,0,
passenger_id,Cardeza,Mrs Charlotte Wardle,,58,F,,Cherbourg,,,1,1,1,0,
passenger_id,Cardeza,Mr Thomas Drake Martinez,,36,M,,Cherbourg,,,1,1,1,0,
passenger_id,Carlsson,Mr Frans Olof,,33,M,,Southampton,,,1,0,1,0,
passenger_id,Carra�-Esteves,Mr Jose Pedro,,17,M,,Southampton,,,1,0,1,0,
passenger_id,Carrau,Mr Francisco Mauro Severiano,,27,M,,Southampton,,,1,0,1,0,
passenger_id,Carter,Mr William Ernest,,36,M,,Southampton,,,1,1,1,0,
passenger_id,Carter,Mrs Lucile,,36,F,,Southampton,,,1,1,1,0,
passenger_id,Carter,Miss Lucile Polk,,13,F,,Southampton,,,1,1,1,0,
passenger_id,Carter,Master William Thornton II,,11,M,,Southampton,,,1,1,1,0,
passenger_id,Case,Mr Howard Brown,,49,M,,Southampton,,,1,0,1,0,
passenger_id,Cassebeer,Mrs Eleanor Genevieve,,36,F,,Cherbourg,,,1,1,1,0,
passenger_id,Cavendish,Mr Tyrell William,,36,M,,Southampton,,,1,0,1,0,
passenger_id,Cavendish,Mrs Julia Florence,,25,F,,Southampton,,,1,1,1,0,
passenger_id,Chaffee,Mr Herbert Fuller,,46,M,,Southampton,,,1,0,1,0,
passenger_id,Chaffee,Mrs Carrie Constance,,47,F,,Southampton,,,1,1,1,0,
passenger_id,Chambers,Mr Norman Campbell,,27,M,,Southampton,,,1,1,1,0,
passenger_id,Chambers,Mrs Bertha,,32,F,,Southampton,,,1,1,1,0,
passenger_id,Chaudanson,Miss Victorine    ,(Maid to Mrs Emily Ryerson),36,F,,Cherbourg,,,1,1,1,0,
passenger_id,Cherry,Miss Gladys,,30,F,,Southampton,,,1,1,1,0,
passenger_id,Chevre,Mr Paul Romaine Marie Leonce,,45,M,,Cherbourg,,,1,1,1,0,
passenger_id,Chibnall,Mrs Edith Martha Bowerman,,48,F,,Southampton,,,1,1,1,0,
